timestamp,frame,L_knee,R_knee,L_hip,R_hip
2026-05-25T19:50:02.637,1108,170.26,96.28,166.76,137.58
2026-05-25T19:50:02.723,1109,168.82,99.04,168.12,139.96
2026-05-25T19:50:02.817,1110,172.16,106.98,167.79,146.04
2026-05-25T19:50:02.901,1111,174.98,121.36,167.24,155.2
2026-05-25T19:50:02.982,1112,175.24,160.88,168.54,173.79
2026-05-25T19:50:03.074,1113,175.22,170.48,169.15,177.24
2026-05-25T19:50:03.157,1114,175.69,178.74,169.17,179.64
2026-05-25T19:50:03.248,1115,175.62,178.05,170.01,177.9
2026-05-25T19:50:03.336,1116,174.36,178.31,171.63,178.04
2026-05-25T19:50:03.420,1117,174.78,175.79,173.16,177.77
2026-05-25T19:50:03.505,1118,177.27,176.6,173.04,173.01
2026-05-25T19:50:03.589,1119,178.18,179.74,171.09,168.73
2026-05-25T19:50:03.676,1120,178.24,174.03,170.13,170.88
2026-05-25T19:50:03.757,1121,177.7,176.99,171.0,170.88
2026-05-25T19:50:03.829,1122,177.38,179.3,170.17,174.21
2026-05-25T19:50:03.909,1123,179.76,177.22,173.3,176.16
2026-05-25T19:50:03.984,1124,176.33,175.08,176.09,177.9
2026-05-25T19:50:04.076,1125,175.46,176.59,175.41,179.57
2026-05-25T19:50:04.170,1126,175.71,175.09,174.17,179.82
2026-05-25T19:50:04.259,1127,176.12,177.04,174.83,179.77
2026-05-25T19:50:04.351,1128,177.62,177.04,174.76,178.58
2026-05-25T19:50:04.437,1129,176.43,176.53,174.23,178.15
2026-05-25T19:50:04.531,1130,176.66,175.8,177.95,178.48
2026-05-25T19:50:04.664,1131,179.49,179.75,168.17,169.89
2026-05-25T19:50:04.753,1132,176.52,174.59,169.11,178.88
2026-05-25T19:50:04.882,1133,176.55,179.18,176.96,174.5
2026-05-25T19:50:04.954,1134,176.36,176.69,176.11,175.81
2026-05-25T19:50:05.032,1135,177.13,175.5,174.3,174.99
2026-05-25T19:50:05.120,1136,177.51,177.13,174.64,174.26
2026-05-25T19:50:05.209,1137,178.11,178.73,173.73,172.38
2026-05-25T19:50:05.293,1138,174.21,176.84,174.82,172.32
2026-05-25T19:50:05.372,1139,170.73,177.84,176.4,172.75
2026-05-25T19:50:05.460,1140,169.94,175.39,176.92,173.01
2026-05-25T19:50:05.539,1141,172.06,172.67,177.78,178.14
2026-05-25T19:50:05.624,1142,170.67,173.37,177.82,177.2
2026-05-25T19:50:05.708,1143,171.86,176.63,177.4,174.89
2026-05-25T19:50:05.794,1144,172.8,178.94,177.31,173.33
2026-05-25T19:50:05.879,1145,175.48,179.41,175.59,172.14
2026-05-25T19:50:05.954,1146,177.04,173.62,172.33,175.13
2026-05-25T19:50:06.032,1147,177.99,175.39,175.14,176.16
2026-05-25T19:50:06.117,1148,179.36,174.57,176.97,175.47
2026-05-25T19:50:06.195,1149,176.22,170.05,171.14,176.42
2026-05-25T19:50:06.283,1150,179.87,166.3,168.57,177.74
2026-05-25T19:50:06.365,1151,159.83,162.6,179.17,178.08
2026-05-25T19:50:06.446,1152,151.51,165.43,177.99,179.28
2026-05-25T19:50:06.529,1153,0.0,0.0,0.0,0.0
2026-05-25T19:50:06.655,1154,0.0,0.0,0.0,0.0
2026-05-25T19:50:06.735,1155,0.0,0.0,0.0,0.0
2026-05-25T19:50:06.868,1156,0.0,0.0,0.0,0.0
2026-05-25T19:50:06.937,1157,0.0,0.0,0.0,0.0
2026-05-25T19:50:07.015,1158,0.0,0.0,0.0,0.0
2026-05-25T19:50:07.084,1159,0.0,0.0,0.0,0.0
2026-05-25T19:50:07.162,1160,0.0,0.0,0.0,0.0
2026-05-25T19:50:07.232,1161,0.0,0.0,0.0,0.0
2026-05-25T19:50:07.303,1162,0.0,0.0,0.0,0.0
2026-05-25T19:50:07.375,1163,0.0,0.0,0.0,0.0
2026-05-25T19:50:07.449,1164,0.0,0.0,0.0,0.0
2026-05-25T19:50:07.519,1165,0.0,0.0,0.0,0.0
2026-05-25T19:50:07.605,1166,0.0,0.0,0.0,0.0
2026-05-25T19:50:07.680,1167,0.0,0.0,0.0,0.0
2026-05-25T19:50:07.743,1168,0.0,0.0,0.0,0.0
2026-05-25T19:50:07.816,1169,0.0,0.0,0.0,0.0
2026-05-25T19:50:07.933,1170,0.0,0.0,0.0,0.0
2026-05-25T19:50:08.058,1171,0.0,0.0,0.0,0.0
2026-05-25T19:50:08.186,1172,0.0,0.0,0.0,0.0
2026-05-25T19:50:08.322,1173,0.0,0.0,0.0,0.0
2026-05-25T19:50:08.394,1174,0.0,0.0,0.0,0.0
2026-05-25T19:50:08.529,1175,173.06,166.09,174.75,175.72
2026-05-25T19:50:08.613,1176,173.34,175.47,177.59,173.95
2026-05-25T19:50:08.706,1177,174.64,178.35,178.49,175.42
2026-05-25T19:50:08.788,1178,179.96,167.89,175.92,177.07
2026-05-25T19:50:08.867,1179,169.05,178.01,171.45,170.82
2026-05-25T19:50:08.954,1180,177.96,175.21,166.22,175.34
2026-05-25T19:50:09.034,1181,178.7,179.78,168.99,172.7
2026-05-25T19:50:09.122,1182,178.95,177.83,171.14,165.62
2026-05-25T19:50:09.202,1183,176.03,179.98,178.52,179.49
2026-05-25T19:50:09.285,1184,174.43,178.4,172.5,168.89
2026-05-25T19:50:09.376,1185,178.86,176.68,174.63,171.01
2026-05-25T19:50:09.459,1186,178.01,168.02,169.67,179.87
2026-05-25T19:50:09.547,1187,176.53,168.27,170.85,177.73
2026-05-25T19:50:09.628,1188,178.76,179.73,172.44,172.92
2026-05-25T19:50:09.708,1189,179.63,179.36,173.38,173.88
2026-05-25T19:50:09.793,1190,177.61,173.26,174.79,172.84
2026-05-25T19:50:09.872,1191,179.29,173.95,174.66,173.15
2026-05-25T19:50:09.953,1192,178.57,174.75,175.63,173.95
2026-05-25T19:50:10.039,1193,178.57,175.49,175.63,174.08
2026-05-25T19:50:10.120,1194,178.15,176.84,175.6,174.23
2026-05-25T19:50:10.199,1195,178.05,177.63,174.96,174.0
2026-05-25T19:50:10.288,1196,177.63,178.39,175.5,173.88
2026-05-25T19:50:10.366,1197,179.93,176.26,174.39,173.47
2026-05-25T19:50:10.462,1198,177.59,176.64,175.1,172.5
2026-05-25T19:50:10.553,1199,177.75,177.27,175.1,172.64
2026-05-25T19:50:10.647,1200,179.19,175.88,174.23,174.81
2026-05-25T19:50:10.724,1201,179.03,178.54,169.87,176.68
2026-05-25T19:50:10.801,1202,177.43,178.92,172.11,175.18
2026-05-25T19:50:10.883,1203,175.83,175.91,175.58,177.12
2026-05-25T19:50:10.968,1204,175.37,177.15,171.75,175.72
2026-05-25T19:50:11.048,1205,175.23,176.39,169.87,176.47
2026-05-25T19:50:11.134,1206,173.78,176.29,172.04,175.41
2026-05-25T19:50:11.212,1207,176.27,177.12,171.4,179.48
2026-05-25T19:50:11.294,1208,174.51,177.28,170.47,178.79
2026-05-25T19:50:11.384,1209,174.27,179.39,169.9,179.91
2026-05-25T19:50:11.463,1210,174.23,177.88,169.27,179.73
2026-05-25T19:50:11.553,1211,174.38,178.39,168.45,179.72
2026-05-25T19:50:11.631,1212,173.96,179.78,169.22,179.91
2026-05-25T19:50:11.713,1213,176.92,178.97,168.89,179.32
2026-05-25T19:50:11.805,1214,177.9,177.66,171.55,179.93
2026-05-25T19:50:11.896,1215,179.19,177.71,172.35,179.61
2026-05-25T19:50:11.981,1216,180.0,177.74,172.78,179.02
2026-05-25T19:50:12.068,1217,180.0,178.21,172.49,178.98
2026-05-25T19:50:12.148,1218,179.18,179.23,172.97,179.62
2026-05-25T19:50:12.233,1219,177.79,179.86,172.49,179.83
2026-05-25T19:50:12.312,1220,176.36,179.02,171.41,178.13
2026-05-25T19:50:12.393,1221,176.5,177.77,171.48,178.49
2026-05-25T19:50:12.477,1222,176.01,179.68,170.35,177.24
2026-05-25T19:50:12.555,1223,175.49,179.73,170.3,176.96
2026-05-25T19:50:12.643,1224,175.52,179.74,170.04,177.27
2026-05-25T19:50:12.727,1225,172.63,178.19,170.61,177.7
2026-05-25T19:50:12.807,1226,173.0,177.06,170.46,178.41
2026-05-25T19:50:12.896,1227,172.78,177.81,170.41,177.79
2026-05-25T19:50:12.979,1228,174.36,179.04,170.99,177.73
2026-05-25T19:50:13.068,1229,176.36,179.06,170.68,178.02
2026-05-25T19:50:13.166,1230,178.28,179.05,171.59,178.58
2026-05-25T19:50:13.236,1231,177.51,174.68,171.69,175.58
2026-05-25T19:50:13.320,1232,177.18,174.69,171.74,176.41
2026-05-25T19:50:13.399,1233,176.87,173.7,171.87,177.52
2026-05-25T19:50:13.485,1234,176.86,173.24,172.07,177.46
2026-05-25T19:50:13.566,1235,176.85,172.64,171.5,175.89
2026-05-25T19:50:13.647,1236,176.86,170.62,170.79,173.19
2026-05-25T19:50:13.738,1237,176.54,172.14,171.4,175.93
2026-05-25T19:50:13.817,1238,176.94,173.35,171.2,176.77
2026-05-25T19:50:13.898,1239,177.36,173.75,170.95,178.39
2026-05-25T19:50:13.987,1240,177.01,175.01,171.45,179.11
2026-05-25T19:50:14.070,1241,172.98,177.45,170.87,179.8
2026-05-25T19:50:14.155,1242,173.03,178.36,170.59,178.96
2026-05-25T19:50:14.234,1243,175.28,177.5,170.79,177.38
2026-05-25T19:50:14.313,1244,175.08,178.73,170.44,178.02
2026-05-25T19:50:14.399,1245,175.39,178.37,170.68,177.65
2026-05-25T19:50:14.476,1246,175.31,178.78,170.95,177.66
2026-05-25T19:50:14.557,1247,175.85,177.96,171.15,177.66
2026-05-25T19:50:14.644,1248,175.87,177.92,172.82,179.14
2026-05-25T19:50:14.728,1249,175.86,176.64,172.65,179.0
2026-05-25T19:50:14.803,1250,0.0,0.0,0.0,0.0
2026-05-25T19:50:14.875,1251,0.0,0.0,0.0,0.0
2026-05-25T19:50:14.944,1252,0.0,0.0,0.0,0.0
2026-05-25T19:50:15.024,1253,0.0,0.0,0.0,0.0
2026-05-25T19:50:15.096,1254,0.0,0.0,0.0,0.0
2026-05-25T19:50:15.167,1255,0.0,0.0,0.0,0.0
2026-05-25T19:50:15.231,1256,0.0,0.0,0.0,0.0
2026-05-25T19:50:15.299,1257,0.0,0.0,0.0,0.0
2026-05-25T19:50:15.359,1258,0.0,0.0,0.0,0.0
2026-05-25T19:50:15.422,1259,0.0,0.0,0.0,0.0
2026-05-25T19:50:15.491,1260,0.0,0.0,0.0,0.0
2026-05-25T19:50:15.562,1261,0.0,0.0,0.0,0.0
2026-05-25T19:50:15.637,1262,0.0,0.0,0.0,0.0
2026-05-25T19:50:15.714,1263,0.0,0.0,0.0,0.0
2026-05-25T19:50:15.779,1264,0.0,0.0,0.0,0.0
2026-05-25T19:50:15.843,1265,0.0,0.0,0.0,0.0
2026-05-25T19:50:15.910,1266,0.0,0.0,0.0,0.0
2026-05-25T19:50:15.973,1267,0.0,0.0,0.0,0.0
2026-05-25T19:50:16.038,1268,0.0,0.0,0.0,0.0
2026-05-25T19:50:16.111,1269,0.0,0.0,0.0,0.0
2026-05-25T19:50:16.177,1270,0.0,0.0,0.0,0.0
2026-05-25T19:50:16.248,1271,0.0,0.0,0.0,0.0
2026-05-25T19:50:16.319,1272,0.0,0.0,0.0,0.0
2026-05-25T19:50:16.385,1273,0.0,0.0,0.0,0.0
2026-05-25T19:50:16.509,1274,174.7,177.65,173.76,171.82
2026-05-25T19:50:16.589,1275,178.56,179.45,172.99,171.69
2026-05-25T19:50:16.664,1276,179.42,179.25,172.75,174.28
2026-05-25T19:50:16.753,1277,178.68,179.66,172.61,174.28
2026-05-25T19:50:16.842,1278,178.42,179.73,172.94,174.7
2026-05-25T19:50:16.926,1279,177.93,179.8,172.66,175.39
2026-05-25T19:50:17.014,1280,177.65,179.31,174.23,174.6
2026-05-25T19:50:17.085,1281,174.11,178.32,175.33,173.27
2026-05-25T19:50:17.171,1282,174.81,178.6,175.33,172.6
2026-05-25T19:50:17.262,1283,174.94,178.61,174.94,172.64
2026-05-25T19:50:17.331,1284,175.2,175.41,174.17,172.19
2026-05-25T19:50:17.408,1285,174.62,176.07,173.8,170.68
2026-05-25T19:50:17.477,1286,174.77,174.62,173.89,171.26
2026-05-25T19:50:17.559,1287,175.54,175.37,174.06,170.44
2026-05-25T19:50:17.651,1288,175.98,175.25,174.38,170.66
2026-05-25T19:50:17.735,1289,175.64,175.63,173.72,170.94
2026-05-25T19:50:17.815,1290,178.47,176.17,173.44,172.14
2026-05-25T19:50:17.899,1291,178.49,175.92,173.16,171.78
2026-05-25T19:50:17.980,1292,178.38,176.12,173.6,172.15
2026-05-25T19:50:18.066,1293,178.94,176.2,173.57,172.42
2026-05-25T19:50:18.150,1294,179.32,174.88,175.33,172.35
2026-05-25T19:50:18.227,1295,174.33,173.83,179.51,179.93
2026-05-25T19:50:18.312,1296,175.49,172.31,178.59,177.16
2026-05-25T19:50:18.397,1297,176.66,175.9,179.18,173.73
2026-05-25T19:50:18.476,1298,178.81,174.09,169.31,176.0
2026-05-25T19:50:18.560,1299,172.42,168.35,170.07,171.84
2026-05-25T19:50:18.644,1300,175.65,170.15,177.63,174.73
2026-05-25T19:50:18.734,1301,168.74,173.91,173.93,173.91
2026-05-25T19:50:18.819,1302,162.47,171.49,177.62,175.75
2026-05-25T19:50:18.900,1303,161.72,175.96,179.7,176.38
2026-05-25T19:50:18.989,1304,164.4,176.21,179.71,179.13
2026-05-25T19:50:19.068,1305,164.66,165.86,178.97,177.21
2026-05-25T19:50:19.150,1306,171.17,168.63,167.08,165.4
2026-05-25T19:50:19.239,1307,177.73,169.55,171.54,165.88
2026-05-25T19:50:19.320,1308,179.49,175.66,175.58,165.98
2026-05-25T19:50:19.409,1309,177.32,176.29,173.99,169.47
2026-05-25T19:50:19.478,1310,167.74,178.5,162.77,163.99
2026-05-25T19:50:19.562,1311,173.84,179.05,164.85,161.15
2026-05-25T19:50:19.649,1312,176.14,177.88,170.62,167.33
2026-05-25T19:50:19.737,1313,178.22,178.61,169.76,162.69
2026-05-25T19:50:19.816,1314,177.56,174.99,172.54,164.14
2026-05-25T19:50:19.908,1315,170.46,177.83,167.05,164.86
2026-05-25T19:50:19.994,1316,171.34,170.29,174.1,176.72
2026-05-25T19:50:20.089,1317,168.74,167.28,169.93,175.5
2026-05-25T19:50:20.176,1318,164.86,179.88,166.91,161.06
2026-05-25T19:50:20.270,1319,166.31,178.58,166.81,164.42
2026-05-25T19:50:20.355,1320,175.83,169.0,178.22,171.93
2026-05-25T19:50:20.439,1321,173.4,171.72,174.05,170.99
2026-05-25T19:50:20.526,1322,178.14,171.0,174.72,174.12
2026-05-25T19:50:20.602,1323,177.38,167.27,178.97,172.27
2026-05-25T19:50:20.680,1324,179.23,173.62,168.4,176.85
2026-05-25T19:50:20.760,1325,173.55,167.03,176.72,177.02
2026-05-25T19:50:20.833,1326,179.81,168.75,178.71,175.21
2026-05-25T19:50:20.929,1327,179.61,168.95,177.94,175.01
2026-05-25T19:50:21.014,1328,174.22,171.71,178.03,173.46
2026-05-25T19:50:21.085,1329,179.96,168.0,171.94,174.46
2026-05-25T19:50:21.164,1330,178.97,170.56,177.25,166.85
2026-05-25T19:50:21.237,1331,177.94,175.02,179.62,171.39
2026-05-25T19:50:21.333,1332,176.94,171.55,177.61,175.73
2026-05-25T19:50:21.424,1333,179.96,177.21,175.86,172.39
2026-05-25T19:50:21.507,1334,177.93,173.85,178.88,175.58
2026-05-25T19:50:21.588,1335,179.71,168.53,177.61,172.17
2026-05-25T19:50:21.658,1336,172.96,170.78,174.71,170.51
2026-05-25T19:50:21.734,1337,162.76,174.77,176.88,170.83
2026-05-25T19:50:21.819,1338,164.49,177.31,175.63,171.04
2026-05-25T19:50:21.904,1339,168.08,178.79,177.97,173.55
2026-05-25T19:50:21.986,1340,173.47,175.46,171.5,174.61
2026-05-25T19:50:22.070,1341,175.48,174.86,173.43,175.32
2026-05-25T19:50:22.153,1342,177.56,177.22,171.68,176.53
2026-05-25T19:50:22.256,1343,174.53,177.51,170.22,177.75
2026-05-25T19:50:22.338,1344,174.16,173.0,172.03,178.37
2026-05-25T19:50:22.418,1345,171.0,172.65,172.93,178.2
2026-05-25T19:50:22.503,1346,178.97,170.64,175.92,174.65
2026-05-25T19:50:22.584,1347,178.29,169.46,177.28,174.77
2026-05-25T19:50:22.669,1348,175.53,176.26,172.61,179.62
2026-05-25T19:50:22.759,1349,174.5,174.0,173.77,174.85
2026-05-25T19:50:22.843,1350,176.29,166.96,166.64,167.98
2026-05-25T19:50:22.929,1351,174.45,173.83,170.19,179.43
2026-05-25T19:50:23.009,1352,165.36,165.42,179.27,179.56
2026-05-25T19:50:23.090,1353,172.54,161.61,179.6,178.95
2026-05-25T19:50:23.179,1354,175.83,159.71,179.03,178.0
2026-05-25T19:50:23.262,1355,165.82,164.25,178.75,177.82
2026-05-25T19:50:23.350,1356,166.66,169.68,176.37,177.42
2026-05-25T19:50:23.433,1357,168.4,171.91,175.65,173.85
2026-05-25T19:50:23.515,1358,167.21,172.77,176.0,174.2
2026-05-25T19:50:23.612,1359,166.24,170.12,175.42,174.52
2026-05-25T19:50:23.704,1360,164.91,170.5,176.63,174.38
2026-05-25T19:50:23.791,1361,163.86,170.08,176.83,175.42
2026-05-25T19:50:23.865,1362,163.89,170.37,175.44,175.6
2026-05-25T19:50:23.946,1363,163.72,170.53,177.86,174.84
2026-05-25T19:50:24.037,1364,165.2,169.88,177.91,175.39
2026-05-25T19:50:24.117,1365,174.06,173.83,179.19,177.98
2026-05-25T19:50:24.189,1366,173.99,178.55,175.82,179.8
2026-05-25T19:50:24.276,1367,176.11,161.01,179.95,172.81
2026-05-25T19:50:24.363,1368,176.39,162.55,178.52,174.56
2026-05-25T19:50:24.453,1369,175.98,162.62,176.75,173.25
2026-05-25T19:50:24.521,1370,172.92,166.18,174.04,175.8
2026-05-25T19:50:24.597,1371,179.9,165.42,174.23,177.13
2026-05-25T19:50:24.679,1372,166.39,163.42,179.91,176.36
2026-05-25T19:50:24.756,1373,165.65,165.29,178.96,176.22
2026-05-25T19:50:24.832,1374,166.72,164.5,179.37,175.43
2026-05-25T19:50:24.906,1375,171.31,167.39,178.58,171.1
2026-05-25T19:50:24.976,1376,178.98,172.38,176.02,175.94
2026-05-25T19:50:25.045,1377,178.32,173.3,175.6,174.69
2026-05-25T19:50:25.124,1378,170.98,175.66,177.0,173.07
2026-05-25T19:50:25.199,1379,179.38,176.09,179.57,177.0
2026-05-25T19:50:25.282,1380,177.76,171.84,176.14,179.02
2026-05-25T19:50:25.363,1381,176.78,171.92,176.72,169.77
2026-05-25T19:50:25.456,1382,178.87,174.68,178.28,179.06
2026-05-25T19:50:25.551,1383,177.88,174.38,177.18,177.45
2026-05-25T19:50:25.638,1384,173.32,172.83,176.21,178.0
2026-05-25T19:50:25.721,1385,171.62,171.54,174.32,178.36
2026-05-25T19:50:25.795,1386,175.18,173.2,177.1,174.19
2026-05-25T19:50:25.869,1387,180.0,172.29,171.83,173.23
2026-05-25T19:50:25.953,1388,176.71,169.77,174.99,172.19
2026-05-25T19:50:26.036,1389,176.54,170.26,172.33,170.71
2026-05-25T19:50:26.116,1390,177.86,173.77,175.72,174.05
2026-05-25T19:50:26.196,1391,0.0,0.0,0.0,0.0
2026-05-25T19:50:26.267,1392,0.0,0.0,0.0,0.0
2026-05-25T19:50:26.335,1393,0.0,0.0,0.0,0.0
2026-05-25T19:50:26.411,1394,0.0,0.0,0.0,0.0
2026-05-25T19:50:26.480,1395,0.0,0.0,0.0,0.0
2026-05-25T19:50:26.611,1396,178.53,177.67,174.9,167.07
2026-05-25T19:50:26.692,1397,178.08,178.9,174.91,169.26
2026-05-25T19:50:26.774,1398,176.59,179.68,176.0,170.14
2026-05-25T19:50:26.864,1399,176.69,179.7,176.09,172.26
2026-05-25T19:50:26.943,1400,176.72,178.65,176.44,173.35
2026-05-25T19:50:27.033,1401,175.56,180.0,175.86,173.19
2026-05-25T19:50:27.123,1402,175.49,180.0,174.69,172.63
2026-05-25T19:50:27.204,1403,175.93,179.57,175.4,172.35
2026-05-25T19:50:27.281,1404,176.62,178.73,174.69,172.07
2026-05-25T19:50:27.363,1405,176.26,177.91,175.79,172.07
2026-05-25T19:50:27.454,1406,175.79,176.85,175.87,170.98
2026-05-25T19:50:27.537,1407,176.4,177.57,176.18,171.26
2026-05-25T19:50:27.617,1408,174.99,177.51,175.93,171.3
2026-05-25T19:50:27.707,1409,176.16,171.22,168.41,171.26
2026-05-25T19:50:27.788,1410,177.3,169.48,169.77,171.57
2026-05-25T19:50:27.877,1411,172.34,166.19,167.12,173.06
2026-05-25T19:50:27.957,1412,173.63,163.71,166.7,173.65
2026-05-25T19:50:28.038,1413,174.91,162.85,166.03,171.21
2026-05-25T19:50:28.137,1414,172.97,157.9,164.36,171.31
2026-05-25T19:50:28.219,1415,165.17,152.48,160.89,168.5
2026-05-25T19:50:28.306,1416,161.43,154.33,161.06,167.01
2026-05-25T19:50:28.392,1417,156.09,136.68,160.48,169.16
2026-05-25T19:50:28.477,1418,162.88,161.36,163.51,169.25
2026-05-25T19:50:28.566,1419,166.29,163.51,165.56,170.35
2026-05-25T19:50:28.647,1420,170.16,156.44,166.63,170.8
2026-05-25T19:50:28.746,1421,169.75,158.89,168.09,171.16
2026-05-25T19:50:28.828,1422,171.67,179.4,170.78,173.19
2026-05-25T19:50:28.906,1423,178.01,178.42,178.5,178.54
2026-05-25T19:50:28.991,1424,178.27,173.21,174.03,174.01
2026-05-25T19:50:29.069,1425,174.55,170.52,175.4,170.99
2026-05-25T19:50:29.152,1426,164.58,173.26,176.71,172.96
2026-05-25T19:50:29.235,1427,168.2,174.83,178.46,171.48
2026-05-25T19:50:29.314,1428,173.58,177.1,178.35,171.71
2026-05-25T19:50:29.393,1429,170.71,178.25,178.32,170.74
2026-05-25T19:50:29.477,1430,174.08,178.64,176.97,169.77
2026-05-25T19:50:29.556,1431,174.7,179.57,178.24,170.13
2026-05-25T19:50:29.640,1432,174.31,179.93,178.97,170.77
2026-05-25T19:50:29.722,1433,174.72,179.79,178.56,171.89
2026-05-25T19:50:29.801,1434,176.02,179.7,177.46,170.73
2026-05-25T19:50:29.897,1435,173.53,178.26,178.12,173.53
2026-05-25T19:50:29.975,1436,172.67,178.18,178.64,173.54
2026-05-25T19:50:30.051,1437,173.18,178.62,178.12,173.86
2026-05-25T19:50:30.140,1438,173.75,178.76,178.38,172.52
2026-05-25T19:50:30.216,1439,173.84,178.41,177.68,173.41
2026-05-25T19:50:30.300,1440,172.83,179.29,177.34,173.42
2026-05-25T19:50:30.378,1441,170.75,178.82,177.94,171.16
2026-05-25T19:50:30.506,1442,170.9,179.08,178.66,170.05
2026-05-25T19:50:30.626,1443,177.55,177.1,171.46,177.13
2026-05-25T19:50:30.718,1444,178.34,174.17,170.72,173.84
2026-05-25T19:50:30.797,1445,174.65,176.59,169.36,173.38
2026-05-25T19:50:30.878,1446,174.42,168.58,168.19,172.02
2026-05-25T19:50:30.965,1447,167.72,169.65,166.93,171.17
2026-05-25T19:50:31.046,1448,73.96,58.04,165.2,170.01
2026-05-25T19:50:31.134,1449,156.23,101.75,163.1,170.45
2026-05-25T19:50:31.214,1450,168.6,161.82,162.72,170.52
2026-05-25T19:50:31.308,1451,168.25,162.42,166.14,169.71
2026-05-25T19:50:31.389,1452,173.38,171.37,168.6,171.15
2026-05-25T19:50:31.467,1453,172.79,168.98,169.03,171.65
2026-05-25T19:50:31.546,1454,176.35,170.07,169.38,172.55
2026-05-25T19:50:31.633,1455,176.79,173.79,169.47,173.89
2026-05-25T19:50:31.712,1456,177.61,177.35,170.21,174.09
2026-05-25T19:50:31.789,1457,169.99,173.48,174.94,175.62
2026-05-25T19:50:31.873,1458,170.39,173.58,174.33,171.02
2026-05-25T19:50:31.953,1459,171.1,174.16,176.48,172.48
2026-05-25T19:50:32.040,1460,174.07,180.0,176.07,170.98
2026-05-25T19:50:32.123,1461,170.88,178.66,176.78,170.23
2026-05-25T19:50:32.202,1462,171.73,166.28,158.96,170.2
2026-05-25T19:50:32.291,1463,173.68,178.64,178.34,168.69
2026-05-25T19:50:32.372,1464,173.89,178.22,176.04,170.76
2026-05-25T19:50:32.456,1465,169.47,178.89,175.98,168.83
2026-05-25T19:50:32.549,1466,168.85,175.87,175.56,169.39
2026-05-25T19:50:32.633,1467,177.33,171.13,175.38,174.3
2026-05-25T19:50:32.725,1468,175.39,176.78,176.54,170.78
2026-05-25T19:50:32.804,1469,175.77,178.67,178.23,168.11
2026-05-25T19:50:32.874,1470,174.7,178.58,177.72,166.82
2026-05-25T19:50:32.952,1471,172.28,177.36,178.62,169.44
2026-05-25T19:50:33.031,1472,175.36,179.75,177.49,169.77
2026-05-25T19:50:33.114,1473,174.02,178.08,176.73,172.56
2026-05-25T19:50:33.195,1474,177.32,179.26,176.06,173.24
2026-05-25T19:50:33.289,1475,175.98,179.85,175.89,172.54
2026-05-25T19:50:33.376,1476,178.77,172.73,175.12,178.46
2026-05-25T19:50:33.449,1477,171.33,178.48,179.37,175.74
2026-05-25T19:50:33.526,1478,173.46,178.47,177.35,177.5
2026-05-25T19:50:33.613,1479,174.53,176.68,179.24,175.79
2026-05-25T19:50:33.701,1480,175.16,161.99,178.53,175.2
2026-05-25T19:50:33.789,1481,172.79,167.07,177.8,179.75
2026-05-25T19:50:33.870,1482,175.87,167.5,179.11,176.83
2026-05-25T19:50:33.950,1483,179.92,168.44,178.27,178.15
2026-05-25T19:50:34.047,1484,179.94,165.71,179.65,177.85
2026-05-25T19:50:34.126,1485,0.0,0.0,0.0,0.0
2026-05-25T19:50:34.203,1486,0.0,0.0,0.0,0.0
2026-05-25T19:50:34.277,1487,0.0,0.0,0.0,0.0
2026-05-25T19:50:34.339,1488,0.0,0.0,0.0,0.0
2026-05-25T19:50:34.402,1489,0.0,0.0,0.0,0.0
2026-05-25T19:50:34.474,1490,0.0,0.0,0.0,0.0
2026-05-25T19:50:34.543,1491,0.0,0.0,0.0,0.0
2026-05-25T19:50:34.613,1492,0.0,0.0,0.0,0.0
2026-05-25T19:50:34.690,1493,0.0,0.0,0.0,0.0
2026-05-25T19:50:34.760,1494,0.0,0.0,0.0,0.0
2026-05-25T19:50:34.832,1495,0.0,0.0,0.0,0.0
2026-05-25T19:50:34.908,1496,0.0,0.0,0.0,0.0
2026-05-25T19:50:34.978,1497,0.0,0.0,0.0,0.0
2026-05-25T19:50:35.049,1498,0.0,0.0,0.0,0.0
2026-05-25T19:50:35.125,1499,0.0,0.0,0.0,0.0
2026-05-25T19:50:35.195,1500,0.0,0.0,0.0,0.0
2026-05-25T19:50:35.270,1501,0.0,0.0,0.0,0.0
2026-05-25T19:50:35.340,1502,0.0,0.0,0.0,0.0
2026-05-25T19:50:35.404,1503,0.0,0.0,0.0,0.0
2026-05-25T19:50:35.477,1504,0.0,0.0,0.0,0.0
2026-05-25T19:50:35.557,1505,0.0,0.0,0.0,0.0
2026-05-25T19:50:35.641,1506,0.0,0.0,0.0,0.0
2026-05-25T19:50:35.713,1507,0.0,0.0,0.0,0.0
2026-05-25T19:50:35.783,1508,0.0,0.0,0.0,0.0
2026-05-25T19:50:35.848,1509,0.0,0.0,0.0,0.0
2026-05-25T19:50:35.914,1510,0.0,0.0,0.0,0.0
2026-05-25T19:50:35.984,1511,0.0,0.0,0.0,0.0
2026-05-25T19:50:36.047,1512,0.0,0.0,0.0,0.0
2026-05-25T19:50:36.114,1513,0.0,0.0,0.0,0.0
2026-05-25T19:50:36.182,1514,0.0,0.0,0.0,0.0
2026-05-25T19:50:36.249,1515,0.0,0.0,0.0,0.0
2026-05-25T19:50:36.384,1516,40.13,63.66,74.25,126.4
2026-05-25T19:50:36.484,1517,29.57,67.31,64.75,109.98
